Company name,Image path,Top-left coord,Bottom-Right coord,Cookies ?
Massmutual,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\massmutual.png,-,-,False
Mckesson,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\mckesson.png,"(663, 149)","(943, 169)",True
Medipal,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\medipal.png,-,-,False
Medtronic,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\medtronic.png,"(30, 956)","(166, 980)",True
Meijiyasuda,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\meijiyasuda.png,-,-,False
Mercadona,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\mercadona.png,"(511, 961)","(663, 977)",True
Merck,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\merck.png,"(511, 151)","(831, 165)",True
Metlife,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\metlife.png,-,-,False
Metroag,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\metroag.png,-,-,False
Mhi,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\mhi.png,"(31, 1017)","(77, 1031)",True
Mi,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\mi.png,"(467, 1015)","(1171, 1033)",True
Microsoft,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\microsoft.png,"(143, 9)","(477, 27)",True
Midea-group,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\midea-group.png,"(84, 1010)","(1026, 1036)",True
Migros,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\migros.png,-,-,False
Minmetals,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\minmetals.png,-,-,False
Mitsubishichem-hd,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\mitsubishichem-hd.png,"(1251, 1013)","(1327, 1031)",True
Mitsubishicorp,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\mitsubishicorp.png,-,-,False
Mitsubishielectric,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\mitsubishielectric.png,-,-,False
Mitsui,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\mitsui.png,"(31, 1015)","(227, 1031)",True
Mizuhogroup,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\mizuhogroup.png,"(31, 1037)","(221, 1053)",True
Mondelezinternational,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\mondelezinternational.png,-,-,False
Ms-ad-hd,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\ms-ad-hd.png,-,-,False
Mufg,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\mufg.png,-,-,False
Nationwide,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\nationwide.png,"(15, 957)","(935, 976)",True
Nestle,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\nestle.png,-,-,False
Netflix,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\netflix.png,"(263, 113)","(883, 129)",True
Newchinalife,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\newchinalife.png,-,-,False
Newyorklife,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\newyorklife.png,-,-,False
Nike,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\nike.png,-,-,False
Nipponsteel,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\nipponsteel.png,-,-,False
Nissan-global,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\nissan-global.png,"(18, 958)","(563, 976)",True
Northropgrumman,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\northropgrumman.png,"(1265, 1029)","(1365, 1047)",True
Northwesternmutual,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\northwesternmutual.png,"(31, 1013)","(1045, 1031)",True
Novartis,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\novartis.png,"(31, 1001)","(1003, 1017)",True
Nucor,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\nucor.png,-,-,False
Olamgroup,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\olamgroup.png,-,-,False
Omv,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\omv.png,"(653, 433)","(847, 453)",True
Oracle,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\oracle.png,-,-,False
Orange,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\orange.png,"(695, 363)","(887, 401)",True
Orlen,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\orlen.png,"(257, 770)","(598, 797)",True
Paramount,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\paramount.png,"(41, 785)","(365, 803)",True
Pemex,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\pemex.png,-,-,False
Pepsico,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\pepsico.png,-,-,False
Petrobras,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\petrobras.png,"(309, 1033)","(597, 1049)",True
Petronas,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\petronas.png,"(1094, 872)","(1237, 891)",True
Pfgc,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\pfgc.png,"(32, 954)","(1870, 984)",True
Pfizer,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\pfizer.png,-,-,False
Pg,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\pg.png,-,-,False
Phillips66,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\phillips66.png,"(101, 1031)","(215, 1047)",True
Phoenixgroup,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\phoenixgroup.png,"(565, 25)","(817, 45)",True
Picc,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\picc.png,-,-,False
Plains,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\plains.png,-,-,False
Pmi,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\pmi.png,"(661, 151)","(1251, 167)",True
Posco,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\posco.png,-,-,False
Posteitaliane,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\posteitaliane.png,-,-,False
Powercorporation,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\powercorporation.png,-,-,False
Progressive,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\progressive.png,-,-,False
Prudential,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\prudential.png,-,-,False
Pttplc,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\pttplc.png,-,-,False
Publix,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\publix.png,-,-,False
Qualcomm,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\qualcomm.png,"(1105, 125)","(1271, 141)",True
Quantatw,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\quantatw.png,-,-,False
Raizen,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\raizen.png,-,-,False
Randstad,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\randstad.png,-,-,False
Rbc,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\rbc.png,-,-,False
Repsol,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\repsol.png,"(46, 814)","(354, 842)",True
Ril,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\ril.png,-,-,False
Riotinto,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\riotinto.png,"(603, 980)","(1252, 1001)",True
Roche,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\roche.png,"(29, 21)","(193, 41)",True
Rosneft,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\rosneft.png,-,-,False
Rtx,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\rtx.png,-,-,False
Rwe,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\rwe.png,"(671, 471)","(1183, 487)",True
Saicmotor,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\saicmotor.png,-,-,False
Saint-gobain,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\saint-gobain.png,"(129, 827)","(889, 845)",True
Samsung,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\samsung.png,"(731, 70)","(1126, 89)",True
Samsunglife,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\samsunglife.png,-,-,False
Sanofi,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\sanofi.png,-,-,False
Santander,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\santander.png,"(391, 849)","(575, 869)",True
Sap,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\sap.png,-,-,False
Sberbank,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\sberbank.png,-,-,False
Sbi,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\sbi.png,-,-,False
Scg,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\scg.png,-,-,False
Scotiabank,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\scotiabank.png,-,-,False
Se,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\se.png,"(608, 366)","(741, 383)",True
Sf-express,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\sf-express.png,-,-,False
Shanghaidelong,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\shanghaidelong.png,-,-,False
Shell,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\shell.png,-,-,False
Shougang,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\shougang.png,-,-,False
Siemens-energy,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\siemens-energy.png,"(668, 444)","(1224, 471)",True
Siemens,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\siemens.png,-,-,False
Sihc,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\sihc.png,-,-,False
Sinomach,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\sinomach.png,-,-,False
Sk,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\sk.png,-,-,False
Skhynix,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\skhynix.png,-,-,False
Smfg,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\smfg.png,-,-,False
Sncf,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\sncf.png,-,-,False
Societegenerale,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\societegenerale.png,-,-,False
Sompo-hd,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\sompo-hd.png,-,-,False
Sony,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\sony.png,"(31, 975)","(1027, 995)",True
Sphchina,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\sphchina.png,-,-,False
Starbucks,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\starbucks.png,"(812, 210)","(1082, 234)",True
Statefarm,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\statefarm.png,-,-,False
Stellantis,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\stellantis.png,"(599, 363)","(1049, 407)",True
Stonex,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\stonex.png,"(663, 181)","(1037, 195)",True
Sumitomocorp,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\sumitomocorp.png,-,-,False
Suncor,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\suncor.png,-,-,False
Swissre,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\swissre.png,-,-,False
Sxcc,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\sxcc.png,-,-,False
Sysco,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\sysco.png,-,-,False
Taikang,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\taikang.png,-,-,False
Takeda,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\takeda.png,-,-,False
Talanx,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\talanx.png,-,-,False
Target,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\target.png,-,-,False
Tatamotors,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\tatamotors.png,-,-,False
Tatasteel,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\tatasteel.png,"(25, 1045)","(665, 1065)",True
Td,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\td.png,-,-,False
Tdsynnex,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\tdsynnex.png,"(31, 933)","(191, 949)",True
Telefonica,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\telefonica.png,"(949, 352)","(1447, 371)",True
Telekom,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\telekom.png,"(388, 288)","(700, 314)",True
Tencent,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\tencent.png,"(20, 876)","(322, 902)",True
Tepco,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\tepco.png,-,-,False
Tescoplc,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\tescoplc.png,"(47, 929)","(300, 956)",True
Tesla,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\tesla.png,-,-,False
Thekrogerco,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\thekrogerco.png,-,-,False
Thephoenixgroup,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\thephoenixgroup.png,"(660, 148)","(1050, 176)",True
Thermofisher,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\thermofisher.png,"(28, 892)","(432, 918)",True
Thewaltdisneycompany,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\thewaltdisneycompany.png,-,-,False
Thyssenkrupp,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\thyssenkrupp.png,-,-,False
Tiaa,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\tiaa.png,-,-,False
Tjx,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\tjx.png,-,-,False
Tnmg,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\tnmg.png,-,-,False
Tokiomarinehd,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\tokiomarinehd.png,-,-,False
Toshiba,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\toshiba.png,-,-,False
Totalenergies,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\totalenergies.png,"(542, 864)","(1222, 890)",True
Toyota-tsusho,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\toyota-tsusho.png,"(620, 998)","(1276, 1022)",True
Trafigura,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\trafigura.png,"(637, 911)","(833, 931)",True
Travelers,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\travelers.png,-,-,False
Tsmc,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\tsmc.png,-,-,False
Tysonfoods,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\tysonfoods.png,"(14, 1014)","(1280, 1039)",True
Ubs,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\ubs.png,"(605, 421)","(1073, 461)",True
Umicore,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\umicore.png,-,-,False
Unilever,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\unilever.png,"(663, 147)","(1243, 165)",True
Unitedhealthgroup,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\unitedhealthgroup.png,"(31, 21)","(1017, 40)",True
Ups,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\ups.png,-,-,False
Usaa,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\usaa.png,-,-,False
Usfoods,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\usfoods.png,-,-,False
Usps,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\usps.png,-,-,False
Vale,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\vale.png,"(29, 965)","(101, 985)",True
Valero,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\valero.png,-,-,False
Vanke,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\vanke.png,-,-,False
Veolia,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\veolia.png,-,-,False
Verbund,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\verbund.png,"(689, 441)","(1131, 457)",True
Verizon,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\verizon.png,-,-,False
Vinci,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\vinci.png,-,-,False
Vodafone,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\vodafone.png,"(671, 43)","(761, 59)",True
Volkswagenag,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\volkswagenag.png,-,-,False
Volvogroup,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\volvogroup.png,"(887, 321)","(1107, 337)",True
Walgreensbootsalliance,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\walgreensbootsalliance.png,"(465, 1031)","(1103, 1049)",True
Walmart,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\walmart.png,-,-,False
Weichaipower,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\weichaipower.png,-,-,False
Weiqiaocy,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\weiqiaocy.png,-,-,False
Wellsfargo,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\wellsfargo.png,"(298, 618)","(479, 638)",True
Weston,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\weston.png,-,-,False
Wfscorp,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\wfscorp.png,"(433, 915)","(1103, 931)",True
Wilmar-international,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\wilmar-international.png,-,-,False
Wistron,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\wistron.png,-,-,False
Woolworthsgroup,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\woolworthsgroup.png,-,-,False
Wzgroup,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\wzgroup.png,-,-,False
X5,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\x5.png,"(350, 950)","(954, 978)",True
Xiangyu-group,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\xiangyu-group.png,-,-,False
Zf,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\zf.png,"(48, 936)","(310, 960)",True
Zgh,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\zgh.png,-,-,False
Zurich,C:\Users\thoma\Documents\Thesis_new\Thesis\Data acqusition\Screenshots\zurich.png,-,-,False
