Company name,Image path,Top-left coord,Bottom-Right coord,Cookies ?
Kkr,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\kkr.png,"(663, 172)","(1241, 189)",True
Kla,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\kla.png,"(31, 1020)","(215, 1037)",True
Knight-swift,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\knight-swift.png,"(674, 191)","(968, 221)",True
Kohls,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\kohls.png,-,-,False
Kraftheinzcompany,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\kraftheinzcompany.png,"(39, 759)","(123, 779)",True
Kroger,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\kroger.png,-,-,False
Kyndryl,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\kyndryl.png,"(669, 53)","(891, 71)",True
L3harris,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\l3harris.png,"(389, 31)","(623, 51)",True
Labcorp,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\labcorp.png,"(28, 956)","(164, 980)",True
Lamresearch,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\lamresearch.png,"(31, 1031)","(223, 1049)",True
Landolakesinc,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\landolakesinc.png,"(504, 916)","(1086, 940)",True
Landstar,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\landstar.png,-,-,False
Lear,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\lear.png,"(451, 997)","(985, 1015)",True
Leidos,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\leidos.png,"(159, 1013)","(1037, 1032)",True
Lennar,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\lennar.png,-,-,False
Lfg,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\lfg.png,-,-,False
Libertymedia,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\libertymedia.png,-,-,False
Libertymutualgroup,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\libertymutualgroup.png,-,-,False
Lilly,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\lilly.png,"(703, 515)","(1281, 533)",True
Lithia,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\lithia.png,"(241, 1013)","(361, 1031)",True
Livenationentertainment,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\livenationentertainment.png,-,-,False
Lkqcorp,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\lkqcorp.png,"(1097, 873)","(1235, 891)",True
Lockheedmartin,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\lockheedmartin.png,"(493, 15)","(1175, 33)",True
Lowes,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\lowes.png,-,-,False
Lpl,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\lpl.png,-,-,False
Lululemon,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\lululemon.png,-,-,False
Lumen,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\lumen.png,"(121, 785)","(247, 801)",True
Macys,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\macys.png,-,-,False
Manpowergroup,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\manpowergroup.png,"(704, 248)","(1016, 274)",True
Marathonoil,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\marathonoil.png,-,-,False
Marathonpetroleum,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\marathonpetroleum.png,-,-,False
Markel,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\markel.png,"(1145, 877)","(1349, 897)",True
Marriott,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\marriott.png,"(115, 1001)","(641, 1019)",True
Marsh,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\marsh.png,"(351, 893)","(533, 909)",True
Massmutual,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\massmutual.png,-,-,False
Mastercard,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\mastercard.png,"(637, 473)","(777, 489)",True
Mcdonalds,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\mcdonalds.png,"(31, 999)","(535, 1015)",True
Mckesson,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\mckesson.png,"(663, 149)","(943, 169)",True
Merck,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\merck.png,"(511, 151)","(861, 165)",True
Metlife,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\metlife.png,-,-,False
Mgmresorts,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\mgmresorts.png,-,-,False
Micron,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\micron.png,"(41, 783)","(225, 803)",True
Microsoft,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\microsoft.png,"(143, 8)","(477, 27)",True
Modernatx,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\modernatx.png,"(660, 458)","(920, 488)",True
Molinahealthcare,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\molinahealthcare.png,-,-,False
Molsoncoors,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\molsoncoors.png,"(770, 58)","(1136, 82)",True
Mondelezinternational,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\mondelezinternational.png,"(31, 1013)","(1043, 1032)",True
Morganstanley,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\morganstanley.png,"(31, 869)","(237, 887)",True
Mosaicco,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\mosaicco.png,"(22, 880)","(1352, 906)",True
Motorolasolutions,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\motorolasolutions.png,"(550, 66)","(832, 92)",True
Mtb,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\mtb.png,-,-,False
Murphyusa,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\murphyusa.png,-,-,False
Mutualofomaha,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\mutualofomaha.png,-,-,False
Nationwide,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\nationwide.png,"(15, 957)","(935, 976)",True
Ncr,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\ncr.png,-,-,False
Netflix,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\netflix.png,"(263, 113)","(883, 129)",True
Newellbrands,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\newellbrands.png,"(23, 915)","(805, 935)",True
Newyorklife,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\newyorklife.png,-,-,False
Nexteraenergy,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\nexteraenergy.png,-,-,False
Nglenergypartners,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\nglenergypartners.png,"(489, 1040)","(1367, 1060)",True
Nike,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\nike.png,"(736, 106)","(955, 146)",True
Nordstrom,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\nordstrom.png,-,-,False
Northerntrust,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\northerntrust.png,-,-,False
Northropgrumman,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\northropgrumman.png,"(1265, 1029)","(1365, 1047)",True
Northwesternmutual,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\northwesternmutual.png,"(31, 1013)","(1045, 1031)",True
Nrg,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\nrg.png,-,-,False
Nucor,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\nucor.png,-,-,False
Nvidia,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\nvidia.png,"(319, 985)","(987, 1006)",True
Officedepot,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\officedepot.png,-,-,False
Oldrepublic,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\oldrepublic.png,-,-,False
Omnicomgroup,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\omnicomgroup.png,-,-,False
Oneok,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\oneok.png,-,-,False
Onsemi,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\onsemi.png,"(1131, 267)","(1247, 281)",True
Opendoor,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\opendoor.png,-,-,False
Oracle,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\oracle.png,"(544, 48)","(922, 74)",True
Oreillyauto,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\oreillyauto.png,"(11, 1039)","(971, 1057)",True
Oshkosh,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\oshkosh.png,-,-,False
Otis,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\otis.png,"(29, 23)","(203, 43)",True
Ovintiv,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\ovintiv.png,-,-,False
Owens,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\owens.png,-,-,False
Owenscorning,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\owenscorning.png,"(26, 1032)","(600, 1056)",True
Oxy,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\oxy.png,"(105, 1035)","(1027, 1053)",True
Paccar,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\paccar.png,"(389, 921)","(587, 939)",True
Pacificlife,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\pacificlife.png,"(72, 1017)","(628, 1044)",True
Packagingcorp,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\packagingcorp.png,"(389, 897)","(587, 915)",True
Paramount,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\paramount.png,"(41, 785)","(365, 803)",True
Parker,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\parker.png,-,-,False
Parpacific,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\parpacific.png,"(647, 419)","(1111, 458)",True
Paypal,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\paypal.png,"(259, 1001)","(355, 1017)",True
Pbfenergy,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\pbfenergy.png,-,-,False
Penskeautomotive,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\penskeautomotive.png,"(155, 961)","(1273, 981)",True
Pepsico,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\pepsico.png,-,-,False
Pfgc,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\pfgc.png,"(32, 954)","(1870, 984)",True
Pfizer,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\pfizer.png,"(31, 55)","(1041, 75)",True
Pg,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\pg.png,"(1799, 1047)","(1893, 1063)",True
Pgecorp,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\pgecorp.png,"(31, 1031)","(589, 1049)",True
Phillips66,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\phillips66.png,"(101, 1031)","(215, 1047)",True
Plains,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\plains.png,-,-,False
Pmi,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\pmi.png,"(661, 151)","(1251, 167)",True
Pnc,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\pnc.png,-,-,False
Polaris,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\polaris.png,"(11, 1019)","(1059, 1039)",True
Ppg,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\ppg.png,-,-,False
Pplindia,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\pplindia.png,-,-,False
Principal,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\principal.png,"(28, 950)","(206, 976)",True
Progressive,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\progressive.png,-,-,False
Prudential,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\prudential.png,-,-,False
Pseg,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\pseg.png,-,-,False
Publix,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\publix.png,-,-,False
Pultegroupinc,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\pultegroupinc.png,-,-,False
Pvh,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\pvh.png,-,-,False
Pxd,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\pxd.png,"(190, 995)","(1084, 1019)",True
Qualcomm,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\qualcomm.png,"(1105, 127)","(1271, 143)",True
Quantaservices,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\quantaservices.png,"(41, 783)","(351, 799)",True
Questdiagnostics,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\questdiagnostics.png,"(211, 923)","(1007, 939)",True
Qurateretailgroup,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\qurateretailgroup.png,-,-,False
Raymondjames,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\raymondjames.png,"(381, 1044)","(1177, 1063)",True
Regeneron,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\regeneron.png,"(45, 989)","(811, 1007)",True
Regions,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\regions.png,-,-,False
Republicservices,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\republicservices.png,-,-,False
Rgare,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\rgare.png,"(129, 925)","(1063, 939)",True
Riteaid,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\riteaid.png,-,-,False
Roberthalf,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\roberthalf.png,"(663, 221)","(755, 235)",True
Rockwellautomation,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\rockwellautomation.png,-,-,False
Rossstores,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\rossstores.png,"(31, 1015)","(1015, 1029)",True
Rsac,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\rsac.png,-,-,False
Rtx,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\rtx.png,-,-,False
Ryder,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\ryder.png,-,-,False
Saic,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\saic.png,"(260, 1010)","(950, 1036)",True
Salesforce,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\salesforce.png,"(534, 190)","(1342, 214)",True
Sanmina,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\sanmina.png,-,-,False
Schwab,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\schwab.png,-,-,False
Seaboardcorp,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\seaboardcorp.png,"(25, 1033)","(403, 1053)",True
Sempra,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\sempra.png,-,-,False
Servicenow,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\servicenow.png,-,-,False
Sherwin-williams,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\sherwin-williams.png,"(368, 908)","(1292, 932)",True
Skechers,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\skechers.png,-,-,False
Sonicautomotive,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\sonicautomotive.png,"(45, 919)","(489, 935)",True
Sonoco,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\sonoco.png,"(31, 1031)","(211, 1047)",True
Southernrailway,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\southernrailway.png,-,-,False
Southwest,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\southwest.png,-,-,False
Spartannash,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\spartannash.png,-,-,False
Spglobal,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\spglobal.png,-,-,False
Stanleyblackanddecker,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\stanleyblackanddecker.png,-,-,False
Starbucks,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\starbucks.png,"(812, 210)","(1082, 234)",True
Statefarm,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\statefarm.png,-,-,False
Statestreet,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\statestreet.png,"(552, 240)","(1304, 266)",True
Steeldynamics,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\steeldynamics.png,-,-,False
Stonex,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\stonex.png,"(663, 181)","(1037, 195)",True
Stryker,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\stryker.png,-,-,False
Svb,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\svb.png,"(663, 183)","(1225, 203)",True
Swn,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\swn.png,-,-,False
Synchrony,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\synchrony.png,-,-,False
Sysco,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\sysco.png,-,-,False
Ta-petro,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\ta-petro.png,"(31, 993)","(723, 1011)",True
Targaresources,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\targaresources.png,-,-,False
Target,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\target.png,-,-,False
Taylormorrison,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\taylormorrison.png,-,-,False
Tdsynnex,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\tdsynnex.png,"(31, 933)","(191, 949)",True
Tenethealth,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\tenethealth.png,-,-,False
Tesla,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\tesla.png,-,-,False
Textron,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\textron.png,"(189, 1019)","(773, 1039)",True
Thehartford,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\thehartford.png,-,-,False
Thehersheycompany,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\thehersheycompany.png,"(129, 944)","(987, 961)",True
Theice,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\theice.png,"(31, 19)","(1295, 37)",True
Thermofisher,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\thermofisher.png,"(28, 892)","(432, 918)",True
Thorindustries,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\thorindustries.png,"(28, 976)","(184, 1000)",True
Thrivent,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\thrivent.png,-,-,False
Ti,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\ti.png,"(657, 501)","(1173, 521)",True
Tiaa,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\tiaa.png,-,-,False
Tjx,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\tjx.png,-,-,False
Tollbrothers,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\tollbrothers.png,-,-,False
Tractorsupply,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\tractorsupply.png,-,-,False
Travelers,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\travelers.png,-,-,False
Truist,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\truist.png,-,-,False
Tysonfoods,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\tysonfoods.png,"(14, 1014)","(1280, 1039)",True
Uber,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\uber.png,"(1347, 787)","(1613, 825)",True
Ufpi,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\ufpi.png,"(733, 59)","(1171, 79)",True
Ugicorp,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\ugicorp.png,-,-,False
Ulta,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\ulta.png,"(663, 127)","(1013, 143)",True
Unfi,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\unfi.png,"(31, 1009)","(295, 1029)",True
United,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\united.png,-,-,False
Unitedhealthgroup,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\unitedhealthgroup.png,"(31, 21)","(1017, 40)",True
Unitedrentals,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\unitedrentals.png,-,-,False
Univarsolutions,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\univarsolutions.png,"(18, 42)","(280, 68)",True
Unum,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\unum.png,"(45, 898)","(677, 917)",True
Up,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\up.png,-,-,False
Ups,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\ups.png,-,-,False
Us,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\us.png,"(648, 462)","(1032, 488)",True
Usaa,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\usaa.png,-,-,False
Usbank,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\usbank.png,-,-,False
Usfoods,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\usfoods.png,-,-,False
Ussteel,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\ussteel.png,-,-,False
Valero,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\valero.png,-,-,False
Verizon,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\verizon.png,-,-,False
Viatris,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\viatris.png,"(640, 454)","(1202, 484)",True
Visa,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\visa.png,"(501, 23)","(1203, 41)",True
Vistra,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\vistra.png,-,-,False
Vmware,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\vmware.png,-,-,False
Vrtx,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\vrtx.png,"(31, 935)","(481, 953)",True
Vulcanmaterials,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\vulcanmaterials.png,-,-,False
Wabteccorp,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\wabteccorp.png,"(573, 985)","(1015, 1001)",True
Walgreensbootsalliance,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\walgreensbootsalliance.png,"(465, 1031)","(1103, 1049)",True
Walmart,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\walmart.png,-,-,False
Watsco,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\watsco.png,"(101, 1035)","(805, 1056)",True
Wayfair,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\wayfair.png,-,-,False
Wellsfargo,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\wellsfargo.png,"(298, 618)","(479, 638)",True
Wesco,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\wesco.png,-,-,False
Westerndigital,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\westerndigital.png,"(504, 302)","(820, 326)",True
Westernsouthern,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\westernsouthern.png,"(435, 1043)","(785, 1059)",True
Westlake,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\westlake.png,-,-,False
Westrock,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\westrock.png,"(31, 1019)","(1039, 1037)",True
Weyerhaeuser,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\weyerhaeuser.png,-,-,False
Whirlpoolcorp,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\whirlpoolcorp.png,-,-,False
Williams-sonoma,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\williams-sonoma.png,-,-,False
Williamsf1,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\williamsf1.png,"(1537, 837)","(1719, 857)",True
World-kinect,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\world-kinect.png,"(433, 915)","(1103, 931)",True
Xcelenergy,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\xcelenergy.png,-,-,False
Xpo,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\xpo.png,"(214, 940)","(1690, 972)",True
Yumchina,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\yumchina.png,-,-,False
Zoetis,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\zoetis.png,"(28, 914)","(1046, 944)",True
