Company name,Image path,Top-left coord,Bottom-Right coord,Cookies ?
Bathandbodyworks,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\bathandbodyworks.png,"(707, 801)","(1239, 819)",True
Baxter,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\baxter.png,"(49, 885)","(197, 903)",True
Bc,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\bc.png,"(22, 1026)","(600, 1050)",True
Bd,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\bd.png,-,-,False
Becn,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\becn.png,-,-,False
Bedbathandbeyond,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\bedbathandbeyond.png,-,-,False
Berkley,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\berkley.png,"(31, 1031)","(1005, 1050)",True
Berkshirehathaway,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\berkshirehathaway.png,-,-,False
Berryglobal,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\berryglobal.png,"(31, 1019)","(211, 1037)",True
Bestbuy,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\bestbuy.png,-,-,False
Biogen,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\biogen.png,"(450, 982)","(1454, 1006)",True
Bjs,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\bjs.png,-,-,False
Blackrock,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\blackrock.png,"(671, 147)","(1257, 167)",True
Blackstone,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\blackstone.png,"(31, 1009)","(1407, 1029)",True
Bldr,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\bldr.png,"(105, 769)","(429, 807)",True
Block,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\block.png,-,-,False
Bms,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\bms.png,"(51, 883)","(509, 901)",True
Bnymellon,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\bnymellon.png,"(31, 931)","(191, 947)",True
Boeing,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\boeing.png,"(31, 1031)","(993, 1047)",True
Bookingholdings,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\bookingholdings.png,-,-,False
Boozallen,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\boozallen.png,-,-,False
Borgwarner,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\borgwarner.png,"(636, 870)","(838, 894)",True
Bostonscientific,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\bostonscientific.png,-,-,False
Brighthousefinancial,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\brighthousefinancial.png,-,-,False
Broadcom,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\broadcom.png,"(1131, 942)","(1577, 960)",True
Burlington,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\burlington.png,"(31, 994)","(205, 1012)",True
Caesars,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\caesars.png,"(31, 1021)","(289, 1037)",True
Campbells,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\campbells.png,"(841, 931)","(1063, 951)",True
Capitalone,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\capitalone.png,-,-,False
Cardinalhealth,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\cardinalhealth.png,-,-,False
Carmax,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\carmax.png,-,-,False
Carvana,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\carvana.png,-,-,False
Caseys,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\caseys.png,-,-,False
Caterpillar,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\caterpillar.png,"(219, 951)","(1307, 971)",True
Cbrands,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\cbrands.png,"(671, 151)","(795, 165)",True
Cbre,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\cbre.png,-,-,False
Cdw,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\cdw.png,"(31, 1029)","(1039, 1049)",True
Celanese,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\celanese.png,-,-,False
Centene,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\centene.png,"(580, 8)","(1288, 32)",True
Cfindustries,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\cfindustries.png,-,-,False
Charter,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\charter.png,-,-,False
Cheniere,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\cheniere.png,-,-,False
Chevron,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\chevron.png,-,-,False
Chewy,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\chewy.png,-,-,False
Chipotle,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\chipotle.png,-,-,False
Chk,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\chk.png,-,-,False
Chrobinson,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\chrobinson.png,"(49, 1017)","(995, 1035)",True
Chsinc,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\chsinc.png,-,-,False
Cigna,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\cigna.png,-,-,False
Cintas,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\cintas.png,"(31, 995)","(1023, 1011)",True
Cisco,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\cisco.png,"(19, 963)","(583, 981)",True
Citigroup,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\citigroup.png,"(353, 893)","(637, 913)",True
Citizensbank,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\citizensbank.png,-,-,False
Clevelandcliffs,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\clevelandcliffs.png,-,-,False
Clr,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\clr.png,-,-,False
Cmc,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\cmc.png,"(389, 877)","(587, 893)",True
Cmsenergy,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\cmsenergy.png,-,-,False
Coca-colacompany,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\coca-colacompany.png,"(668, 305)","(1178, 330)",True
Cognizant,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\cognizant.png,"(31, 33)","(209, 49)",True
Colgatepalmolive,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\colgatepalmolive.png,"(741, 219)","(1163, 237)",True
Comcast,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\comcast.png,-,-,False
Commscope,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\commscope.png,"(31, 1019)","(673, 1037)",True
Conagrabrands,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\conagrabrands.png,"(33, 1030)","(233, 1049)",True
Coned,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\coned.png,-,-,False
Conocophillips,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\conocophillips.png,-,-,False
Constellationenergy,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\constellationenergy.png,"(31, 1030)","(761, 1049)",True
Corning,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\corning.png,"(31, 1001)","(211, 1021)",True
Corporate,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\corporate.png,"(359, 1036)","(525, 1054)",True
Corteva,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\corteva.png,"(261, 921)","(395, 941)",True
Costco,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\costco.png,-,-,False
Coterra,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\coterra.png,-,-,False
Crowncork,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\crowncork.png,"(311, 855)","(695, 875)",True
Cummins,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\cummins.png,-,-,False
Cvshealth,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\cvshealth.png,-,-,False
Dana,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\dana.png,"(775, 297)","(1109, 315)",True
Danaher,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\danaher.png,"(663, 151)","(827, 165)",True
Darden,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\darden.png,-,-,False
Davita,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\davita.png,"(383, 1015)","(987, 1033)",True
Deere,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\deere.png,"(1128, 876)","(1494, 900)",True
Delekus,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\delekus.png,-,-,False
Dell,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\dell.png,"(41, 697)","(317, 713)",True
Delta,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\delta.png,-,-,False
Devonenergy,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\devonenergy.png,-,-,False
Diamondbackenergy,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\diamondbackenergy.png,-,-,False
Dickssportinggoods,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\dickssportinggoods.png,-,-,False
Discover,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\discover.png,-,-,False
Dish,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\dish.png,-,-,False
Dollargeneral,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\dollargeneral.png,-,-,False
Dollartree,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\dollartree.png,-,-,False
Dominionenergy,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\dominionenergy.png,-,-,False
Dovercorporation,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\dovercorporation.png,-,-,False
Dow,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\dow.png,"(662, 150)","(946, 176)",True
Drhorton,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\drhorton.png,-,-,False
Dupont,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\dupont.png,"(551, 49)","(789, 69)",True
Eastman,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\eastman.png,"(219, 999)","(1239, 1017)",True
Ebay,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\ebay.png,"(326, 876)","(1580, 900)",True
Ecolab,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\ecolab.png,-,-,False
Edwardjones,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\edwardjones.png,-,-,False
Elcompanies,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\elcompanies.png,"(129, 907)","(827, 925)",True
Elevancehealth,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\elevancehealth.png,-,-,False
Emcorgroup,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\emcorgroup.png,"(673, 1003)","(1231, 1023)",True
Emerson,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\emerson.png,"(663, 151)","(1063, 167)",True
Energytransfer,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\energytransfer.png,"(1267, 1035)","(1365, 1053)",True
Enlink,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\enlink.png,-,-,False
Entergy,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\entergy.png,-,-,False
Eogresources,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\eogresources.png,-,-,False
Eqt,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\eqt.png,-,-,False
Equinix,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\equinix.png,-,-,False
Erieinsurance,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\erieinsurance.png,-,-,False
Eversource,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\eversource.png,-,-,False
Exeloncorp,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\exeloncorp.png,-,-,False
Expediagroup,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\expediagroup.png,-,-,False
Expeditors,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\expeditors.png,"(540, 866)","(902, 894)",True
Exxonmobil,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\exxonmobil.png,"(663, 151)","(811, 165)",True
Facebook,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\facebook.png,"(625, 212)","(1265, 250)",True
Fanniemae,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\fanniemae.png,"(31, 1021)","(163, 1035)",True
Farmers,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\farmers.png,-,-,False
Fbin,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\fbin.png,"(281, 955)","(527, 973)",True
Fcx,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\fcx.png,-,-,False
Fedex,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\fedex.png,-,-,False
Firstam,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\firstam.png,-,-,False
Fiserv,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\fiserv.png,"(493, 106)","(1151, 127)",True
Fisglobal,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\fisglobal.png,"(31, 957)","(1039, 977)",True
Fluor,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\fluor.png,"(31, 1013)","(1029, 1033)",True
Footlocker,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\footlocker.png,-,-,False
Ford,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\ford.png,-,-,False
Foxnews,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\foxnews.png,-,-,False
Franklinresources,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\franklinresources.png,"(710, 503)","(1168, 529)",True
Gap,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\gap.png,-,-,False
Gd,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\gd.png,"(492, 998)","(1322, 1022)",True
Ge,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\ge.png,"(99, 1041)","(1261, 1059)",True
Generalmills,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\generalmills.png,"(33, 1029)","(1019, 1049)",True
Genpt,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\genpt.png,"(135, 1031)","(1009, 1049)",True
Genworth,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\genworth.png,-,-,False
Gilead,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\gilead.png,"(28, 956)","(156, 980)",True
Globalp,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\globalp.png,"(523, 895)","(1381, 914)",True
Globalpayments,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\globalpayments.png,-,-,False
Gm,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\gm.png,-,-,False
Goldmansachs,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\goldmansachs.png,"(807, 179)","(1089, 197)",True
Goodyear,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\goodyear.png,"(31, 1029)","(1043, 1050)",True
Grainger,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\grainger.png,-,-,False
Graphicpkg,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\graphicpkg.png,"(1537, 783)","(1719, 803)",True
Graybar,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\graybar.png,-,-,False
Group1auto,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\group1auto.png,-,-,False
Guardianlife,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\guardianlife.png,"(357, 1013)","(1009, 1031)",True
Halliburton,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\halliburton.png,"(1588, 758)","(1832, 782)",True
Henryschein,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\henryschein.png,-,-,False
Hertz,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\hertz.png,-,-,False
Hess,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\hess.png,-,-,False
Hfsinclair,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\hfsinclair.png,-,-,False
Hilton,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\hilton.png,"(441, 903)","(1007, 923)",True
Homedepot,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\homedepot.png,-,-,False
Honeywell,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\honeywell.png,-,-,False
Hormelfoods,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\hormelfoods.png,-,-,False
Hp,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\hp.png,"(587, 186)","(1313, 203)",True
Hpe,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\hpe.png,-,-,False
Humana,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\humana.png,-,-,False
Huntington,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\huntington.png,-,-,False
Huntsman,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\huntsman.png,"(29, 1011)","(217, 1031)",True
Ibm,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\ibm.png,"(33, 937)","(205, 953)",True
Ielp,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\ielp.png,-,-,False
Iff,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\iff.png,"(111, 969)","(951, 990)",True
Ingredion,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\ingredion.png,"(772, 58)","(1134, 82)",True
Insight,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\insight.png,"(663, 149)","(899, 169)",True
Intel,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\intel.png,"(1315, 1021)","(1421, 1035)",True
Internationalpaper,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\internationalpaper.png,"(115, 945)","(227, 961)",True
Interpublic,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\interpublic.png,"(69, 979)","(747, 997)",True
Intuit,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\intuit.png,-,-,False
Iqvia,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\iqvia.png,"(363, 961)","(697, 975)",True
Itw,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\itw.png,"(1551, 809)","(1823, 829)",True
Jabil,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\jabil.png,-,-,False
Jackson,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\jackson.png,"(18, 994)","(1034, 1022)",True
Jacobs,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\jacobs.png,"(29, 983)","(172, 1010)",True
Jbhunt,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\jbhunt.png,"(31, 1030)","(211, 1047)",True
Jetblue,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\jetblue.png,"(603, 104)","(1045, 148)",True
Jmsmucker,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\jmsmucker.png,"(663, 213)","(1209, 233)",True
Jnj,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\jnj.png,"(971, 181)","(1083, 193)",True
Jpmorganchase,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\jpmorganchase.png,"(31, 1034)","(209, 1051)",True
Kelloggs,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\kelloggs.png,-,-,False
Keurigdrpepper,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\keurigdrpepper.png,-,-,False
Keycorpltd,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\keycorpltd.png,-,-,False
Kiewit,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\kiewit.png,-,-,False
Kindermorgan,C:\Users\Thomas\Documents\Thesis\Data acqusition\Screenshots\kindermorgan.png,"(511, 513)","(671, 527)",True
