Name,Image-path,Result,Pattern list
C:/users/thoma/documents/thesis_new/thesis/data acqusition/screenshots_fortune_america/amd,C:/Users/thoma/Documents/Thesis_new/Thesis/Data acqusition/Screenshots_Fortune_america/amd.png,False,[]
C:/users/thoma/documents/thesis_new/thesis/data acqusition/screenshots_fortune_america/ameren,C:/Users/thoma/Documents/Thesis_new/Thesis/Data acqusition/Screenshots_Fortune_america/ameren.png,False,[]
C:/users/thoma/documents/thesis_new/thesis/data acqusition/screenshots_fortune_america/americanexpress,C:/Users/thoma/Documents/Thesis_new/Thesis/Data acqusition/Screenshots_Fortune_america/americanexpress.png,False,[]
C:/users/thoma/documents/thesis_new/thesis/data acqusition/screenshots_fortune_america/americantower,C:/Users/thoma/Documents/Thesis_new/Thesis/Data acqusition/Screenshots_Fortune_america/americantower.png,True,['Interference']
C:/users/thoma/documents/thesis_new/thesis/data acqusition/screenshots_fortune_america/ameriprise,C:/Users/thoma/Documents/Thesis_new/Thesis/Data acqusition/Screenshots_Fortune_america/ameriprise.png,False,[]
C:/users/thoma/documents/thesis_new/thesis/data acqusition/screenshots_fortune_america/amerisourcebergen,C:/Users/thoma/Documents/Thesis_new/Thesis/Data acqusition/Screenshots_Fortune_america/amerisourcebergen.png,True,['Interference']
C:/users/thoma/documents/thesis_new/thesis/data acqusition/screenshots_fortune_america/amfam,C:/Users/thoma/Documents/Thesis_new/Thesis/Data acqusition/Screenshots_Fortune_america/amfam.png,False,[]
C:/users/thoma/documents/thesis_new/thesis/data acqusition/screenshots_fortune_america/amgen,C:/Users/thoma/Documents/Thesis_new/Thesis/Data acqusition/Screenshots_Fortune_america/amgen.png,True,['Interference']
C:/users/thoma/documents/thesis_new/thesis/data acqusition/screenshots_fortune_america/analog,C:/Users/thoma/Documents/Thesis_new/Thesis/Data acqusition/Screenshots_Fortune_america/analog.png,True,"['Interference', 'Sneaking']"
C:/users/thoma/documents/thesis_new/thesis/data acqusition/screenshots_fortune_america/andersonsinc,C:/Users/thoma/Documents/Thesis_new/Thesis/Data acqusition/Screenshots_Fortune_america/andersonsinc.png,False,[]
C:/users/thoma/documents/thesis_new/thesis/data acqusition/screenshots_fortune_america/apa,C:/Users/thoma/Documents/Thesis_new/Thesis/Data acqusition/Screenshots_Fortune_america/apa.png,False,[]
C:/users/thoma/documents/thesis_new/thesis/data acqusition/screenshots_fortune_america/apollo,C:/Users/thoma/Documents/Thesis_new/Thesis/Data acqusition/Screenshots_Fortune_america/apollo.png,False,[]
C:/users/thoma/documents/thesis_new/thesis/data acqusition/screenshots_fortune_america/apple,C:/Users/thoma/Documents/Thesis_new/Thesis/Data acqusition/Screenshots_Fortune_america/apple.png,False,[]
C:/users/thoma/documents/thesis_new/thesis/data acqusition/screenshots_fortune_america/appliedmaterials,C:/Users/thoma/Documents/Thesis_new/Thesis/Data acqusition/Screenshots_Fortune_america/appliedmaterials.png,True,[]
C:/users/thoma/documents/thesis_new/thesis/data acqusition/screenshots_fortune_america/aramark,C:/Users/thoma/Documents/Thesis_new/Thesis/Data acqusition/Screenshots_Fortune_america/aramark.png,False,[]
C:/users/thoma/documents/thesis_new/thesis/data acqusition/screenshots_fortune_america/arconic,C:/Users/thoma/Documents/Thesis_new/Thesis/Data acqusition/Screenshots_Fortune_america/arconic.png,False,[]
C:/users/thoma/documents/thesis_new/thesis/data acqusition/screenshots_fortune_america/arkocorp,C:/Users/thoma/Documents/Thesis_new/Thesis/Data acqusition/Screenshots_Fortune_america/arkocorp.png,False,[]
C:/users/thoma/documents/thesis_new/thesis/data acqusition/screenshots_fortune_america/arrow,C:/Users/thoma/Documents/Thesis_new/Thesis/Data acqusition/Screenshots_Fortune_america/arrow.png,False,[]
C:/users/thoma/documents/thesis_new/thesis/data acqusition/screenshots_fortune_america/asburyauto,C:/Users/thoma/Documents/Thesis_new/Thesis/Data acqusition/Screenshots_Fortune_america/asburyauto.png,False,[]
C:/users/thoma/documents/thesis_new/thesis/data acqusition/screenshots_fortune_america/assurant,C:/Users/thoma/Documents/Thesis_new/Thesis/Data acqusition/Screenshots_Fortune_america/assurant.png,True,['Unknown']
C:/users/thoma/documents/thesis_new/thesis/data acqusition/screenshots_fortune_america/att,C:/Users/thoma/Documents/Thesis_new/Thesis/Data acqusition/Screenshots_Fortune_america/att.png,False,[]
C:/users/thoma/documents/thesis_new/thesis/data acqusition/screenshots_fortune_america/autoliv,C:/Users/thoma/Documents/Thesis_new/Thesis/Data acqusition/Screenshots_Fortune_america/autoliv.png,False,[]
C:/users/thoma/documents/thesis_new/thesis/data acqusition/screenshots_fortune_america/autonation,C:/Users/thoma/Documents/Thesis_new/Thesis/Data acqusition/Screenshots_Fortune_america/autonation.png,False,[]
C:/users/thoma/documents/thesis_new/thesis/data acqusition/screenshots_fortune_america/autozone,C:/Users/thoma/Documents/Thesis_new/Thesis/Data acqusition/Screenshots_Fortune_america/autozone.png,False,[]
C:/users/thoma/documents/thesis_new/thesis/data acqusition/screenshots_fortune_america/avantorsciences,C:/Users/thoma/Documents/Thesis_new/Thesis/Data acqusition/Screenshots_Fortune_america/avantorsciences.png,False,[]
C:/users/thoma/documents/thesis_new/thesis/data acqusition/screenshots_fortune_america/averydennison,C:/Users/thoma/Documents/Thesis_new/Thesis/Data acqusition/Screenshots_Fortune_america/averydennison.png,True,['Sneaking']
C:/users/thoma/documents/thesis_new/thesis/data acqusition/screenshots_fortune_america/avnet,C:/Users/thoma/Documents/Thesis_new/Thesis/Data acqusition/Screenshots_Fortune_america/avnet.png,False,[]
